movieID|title|year|original_language|runtime|overview|poster_URL|box_office|budget|tmdb_popularity|imdb_rating|imdb_rating_votes
7024|Salo; or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)|1976|it|117|Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical; mental and sexual torture.|https://image.tmdb.org/t/p/w1280/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg|22017|0|34|5|64895
7025|Midnight Clear; A|1992|en|108|Set in 1944 France; an American Intelligence Squad locates a German Platoon wishing to surrender rather than die in Germany's final war offensive. The two groups of men; isolated from the war at present; put aside their differences and spend Christmas together before the surrender plan turns bad and both sides are forced to fight the other.|https://image.tmdb.org/t/p/w1280/cOLBAnK2PvHxwjdEHQl4n3pZI14.jpg|0|0|9|7|9651
7026|Summer School|1987|en|97|A high-school gym teacher has big plans for the summer; but is forced to cancel them to teach a "bonehead" English class for misfit goof-off students. Fortunately; his unconventional brand of teaching fun field trips begins to connect with them; and even inspires ardor in some.|https://image.tmdb.org/t/p/w1280/s1Ad6q0XnVS6u1yoaYghHw5dskv.jpg|35114428|0|14|6|21800
7027|Silverado|1985|en|133|Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day; but first they have to break each other out of jail; and learn who their real friends are.|https://image.tmdb.org/t/p/w1280/h44EUq2CAKSQi5A14ddzT3bahcR.jpg|32192570|23000000|22|7|48476
7028|Quick Change|1990|en|89|With the aid of his girlfriend; Phyllis Potter; and best friend; Loomis; Grimm enters a Manhattan bank dressed as a clown; creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough; but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.|https://image.tmdb.org/t/p/w1280/8q0VQYwOhhuRFMsyzdZ5JoB676g.jpg|15260154|15000000|11|6|21989
7030|Radio Flyer|1992|en|114|A father reminisces about his childhood when he and his younger brother moved to a new town with their mother; her new husband and their dog; Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather; Mike decides to convert their toy trolley; the "Radio Flyer"; into a plane to fly him to safety.|https://image.tmdb.org/t/p/w1280/nQjCKrwWYH6ES0HrnkLkPXnOEp0.jpg|4651977|35000000|11|6|14077
7031|Real McCoy; The|1993|en|105|Karen McCoy is released from prison with nothing but the clothes on her back. Before being incarcerated Karen was the bank robber of her time; but now she wishes for nothing more than to settle down and start a new life. Unfortunately between a dirty parole officer; old business partners; and an idiot ex-husband she will have to do the unthinkable in order to save her son.|https://image.tmdb.org/t/p/w1280/6sZTcKhLRNp07cVoqgcMZoK9Noo.jpg|6484246|0|7|5|9552
7032|Revenge|1990|en|124|Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do; except that he knows he wants a holiday. He decides to visit Tiburon Mendez; a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico; he is immediately surprised by the beauty and youth of Mendez’s wife; Miryea.|https://image.tmdb.org/t/p/w1280/83diOZcg6ZiY8voNy2k4BX9TsMf.jpg|15645616|0|16|6|20268
7033|Secret of My Succe$s; The (a.k.a. The Secret of My Success)|1987|en|111|Brantley Foster; a well-educated kid from Kansas; has always dreamed of making it big in New York; but once in New York; he learns that jobs - and girls - are hard to get. When Brantley visits his uncle; Howard Prescott; who runs a multi-million-dollar company; he is given a job in the company's mail room.|https://image.tmdb.org/t/p/w1280/yT4vQVUI4DoQar4elkqbHB1pjf0.jpg|110996879|12000000|17|6|36603
7034|Show Me Love (Fucking Åmål)|1998|sv|89|Two teenage girls in small-town Sweden. Elin is beautiful; popular; and bored with life. Agnes is friendless; sad; and secretly in love with Elin.|https://image.tmdb.org/t/p/w1280/rkzz3kduJUkfLDIlhyZ8yPVsfHF.jpg|0|0|12|7|54981
7036|Teen Wolf|1985|en|91|When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.|https://image.tmdb.org/t/p/w1280/bv9rY9eoue2Hat6tcvrKVQ0ow8v.jpg|80000000|1200000|29|6|58837
7037|High Heels (Tacones lejanos)|1991|es|112|After being estranged for 15 years; flamboyant actress Becky del Paramo re-enters her daughter Rebeca's life when she comes to perform a concert.  Rebeca; she finds; is now married to one of Becky's ex-lovers; Manuel. The mother and daughter begin making up for lost time; when suddenly; a murder occurs...|https://image.tmdb.org/t/p/w1280/xUpMr3ma8XMpdDhM27s4EuFxdyC.jpg|1710057|0|24|7|17233
7038|Things You Can Tell Just by Looking at Her|2000|en|109|In California; a group of women struggle with personal problems as their paths intertwine in unexpected ways. Dr. Elaine Keener; the sole caretaker for her aging mother; turns to tarot card reader Christine for spiritual aid. Christine grapples with her own angst due to her lover's debilitating illness. Meanwhile; a bank manager deals with an unwanted pregnancy; two sisters pursue romantic interests and a housewife gets back into the dating game.|https://image.tmdb.org/t/p/w1280/iyq7lSaQCSkeBVP5XWMsK5ei70F.jpg|1433668|0|12|6|7318
7040|To Live and Die in L.A.|1985|en|116|A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.|https://image.tmdb.org/t/p/w1280/2iW3pSihBIhXjnBQmUJ0mAiZbB5.jpg|17307019|0|19|7|38544
7041|Trapped in Paradise|1994|en|111|Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.|https://image.tmdb.org/t/p/w1280/rmNvub1SO6BwGFlAkaLee2BJ1rt.jpg|5777916|0|10|5|16447
7044|Wild at Heart|1990|en|125|After serving prison time for a self-defense killing; Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother; Marietta; desperate to keep them apart; hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru; an old buddy who's also out to get Sailor; try to rob a store. When Sailor lands in jail yet again; the young lovers appear further than ever from the shared life they covet.|https://image.tmdb.org/t/p/w1280/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg|14560247|9500000|16|7|99658
7045|Witches; The|1990|en|91|A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention; where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?|https://image.tmdb.org/t/p/w1280/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg|15360553|0|20|6|54104
7046|Witches of Eastwick; The|1987|en|118|Three single women in a picturesque Rhode Island village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.|https://image.tmdb.org/t/p/w1280/p5OivnZuXfy5E3BKKFIeSidmwys.jpg|63766510|22000000|24|6|76340
7047|Year of the Dragon|1985|en|134|In New York; racist Capt. Stanley White becomes obsessed with destroying a Chinese-American drug ring run by Joey Tai; an up-and-coming young gangster as ambitious as he is ruthless. While pursuing an unauthorized investigation; White grows increasingly willing to violate police protocol; resorting to progressively violent measures -- even as his concerned wife; Connie; and his superiors beg him to consider the consequences of his actions.|https://image.tmdb.org/t/p/w1280/c8SfIgwR5mfu0c0qTBKbsvBfecJ.jpg|18707466|24000000|13|6|17323
7048|Nothing to Lose|1997|en|98|Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair; he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.|https://image.tmdb.org/t/p/w1280/5al8I28ufKJDxGWDcNGw6xCkZHH.jpg|44480039|25000000|16|6|48853
7049|Flying Down to Rio|1933|en|89|A dance band leader finds love and success in Brazil.|https://image.tmdb.org/t/p/w1280/zKBXy84eN6tgwXaYsiFSCgq0GBc.jpg|0|0|6|6|3961
7050|Follow the Fleet|1936|en|110|When the fleet puts in at San Francisco; sailor Bake Baker tries to rekindle the flame with his old dancing partner; Sherry Martin; while Bake's buddy Bilge Smith romances Sherry's sister; Connie. But it's not all smooth sailing—Bake has a habit of losing Sherry's jobs for her and; despite Connie's dreams; Bilge is not ready to settle down.|https://image.tmdb.org/t/p/w1280/8crR3tx6JapNwH4WcrxDkOaDkRE.jpg|2727000|747000|5|7|4676
7051|What's New; Pussycat|1965|en|108|A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.|https://image.tmdb.org/t/p/w1280/seKbiGx8mjF04Bx4LVBQk741Eqv.jpg|0|0|10|6|10936
7052|Mary of Scotland|1936|en|123|The recently widowed Mary Stuart returns to Scotland to reclaim her throne but is opposed by her half-brother and her own Scottish lords.|https://image.tmdb.org/t/p/w1280/AKInVpVxnGQLSrmnOUoqTlCtdm.jpg|1276000|864000|4|6|2774
7053|Roberta|1935|en|106|Football player John Kent tags along as Huck Haines and the Wabash Indianians travel to an engagement in Paris; only to lose it immediately. John and company visit his aunt; owner of a posh fashion house run by her assistant; Stephanie. There they meet the singer Scharwenka (alias Huck's old friend Lizzie); who gets the band a job. Meanwhile; Madame Roberta passes away and leaves the business to John and he goes into partnership with Stephanie.|https://image.tmdb.org/t/p/w1280/i4apYC87andlqfn5IhbxZN3b8Up.jpg|0|0|5|7|3610
7054|Little Women|1949|en|122|Louisa May Alcott's autobiographical account of her life with her three sisters in Concord Mass in the 1860s. With their father fighting in the civil war; the sisters: Jo; Meg; Amy and Beth are at home with their mother - a very outspoken women for her time. The story is of how the sisters grow up; find love and find their place in the world.|https://image.tmdb.org/t/p/w1280/qrshhX8dywIOljtITGHGNK6TJcB.jpg|0|0|11|7|8157
7055|Swing Time|1936|en|103|Lucky is tricked into missing his own wedding again and has to make $25;000 so her father allows him to marry Margaret. He and business partner Pop go to New York where they run into dancing instructor Penny. She and Lucky form a successful dance partnership; but romance is blighted by his old attachment to Margaret and hers for Ricky Romero.|https://image.tmdb.org/t/p/w1280/4FUT5261H75VM2K6hn79lLaH0Tl.jpg|2600000|886000|11|7|14465
7056|Public Enemy; The|1931|en|83|Two young Chicago hoodlums; Tom Powers and Matt Doyle; rise up from their poverty-stricken slum life to become petty thieves; bootleggers and cold-blooded killers. But with street notoriety and newfound wealth; the duo feels the heat from the cops and rival gangsters both. Despite his ruthless criminal reputation; Tom tries to remain connected to his family; however; gang warfare and the need for revenge eventually pull him away.|https://image.tmdb.org/t/p/w1280/vVxdaRMprQO2DM4AFyJ6C4qZSFO.jpg|557000|151000|13|7|22770
7057|Midsummer Night's Dream; A|1935|en|133|Four young people escape Athens to a forest where the king and queen of the fairies are quarreling; while meanwhile; a troupe of amateur actors rehearses a play. When the fairy Puck uses a magic flower to make people fall in love; the whole thing becomes a little bit confused...|https://image.tmdb.org/t/p/w1280/jIdjacF7a1KTSWcheNEo6qFEY8K.jpg|0|0|6|6|3838
7058|Life with Father|1947|en|118|A straitlaced turn-of-the-century father presides over a family of boys and the mother who really rules the roost.|https://image.tmdb.org/t/p/w1280/6b7xRttshmonGW6xzSCDMrHMTjA.jpg|0|0|5|7|6325
7059|National Velvet|1944|en|123|Mi Taylor is a young wanderer and opportunist who finds himself in the quiet English countryside home of the Brown family. The youngest daughter; Velvet; has a passion for horses and when she wins the spirited steed Pie in a town lottery; Mi is encouraged to train the horse.|https://image.tmdb.org/t/p/w1280/2uCOGDNJCchYo9UcwNLEQ7plod7.jpg|5840000|2770000|8|7|7903
7060|Jesus Christ Superstar|1973|en|106|Recounts the last days of Jesus Christ from the perspective of Judas Iscariot; his betrayer. As Jesus' following increases; Judas begins to worry that Jesus is falling for his own hype; forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene. After Jesus has an outburst in a temple; Judas turns on him.|https://image.tmdb.org/t/p/w1280/2NQgIjHxYyMJZWeUFH5cuKhN4nh.jpg|13200000|0|16|7|29088
7061|Dark Victory|1939|en|104|Socialite Judith Traherne lives a lavish but emotionally empty life. Riding horses is one of her few joys; and her stable master is secretly in love with her. Told she has a brain tumor by her doctor; Frederick Steele; Judith becomes distraught. After she decides to have surgery to remove the tumor; Judith realizes she is in love with Dr. Steele; but more troubling medical news may sabotage her new relationship; and her second chance at life.|https://image.tmdb.org/t/p/w1280/zga7ncPWuRN2fMFgzqKxoBkYrfE.jpg|0|0|8|7|12146
7062|Birdman of Alcatraz|1962|en|147|After killing a prison guard; convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair; Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education; Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.|https://image.tmdb.org/t/p/w1280/6EODLN11HTX4l2cmakAhWIoJLF.jpg|3100000|2650000|14|7|18979
7063|Aguirre: The Wrath of God (Aguirre; der Zorn Gottes)|1972|de|95|A few decades after the destruction of the Inca Empire; a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise; Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.|https://image.tmdb.org/t/p/w1280/6MNqmGe0JjEuGX1PMjRBAEI6aXg.jpg|37041|370000|15|7|61378
7064|Beauty and the Beast (La belle et la bête)|1946|fr|96|The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast; who tests her fidelity by giving her a key; telling her that if she doesn't return it to him by a specific time; he will die of grief. She is unable to return the key on time; but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death; desire; and beauty.|https://image.tmdb.org/t/p/w1280/iYSe3yrkma0e1B0wWPXgr8w5sDN.jpg|0|0|24|7|27832
7065|Birth of a Nation; The|1915|en|195|Two families; abolitionist Northerners the Stonemans and Southern landowners the Camerons; intertwine. When Confederate colonel Ben Cameron is captured in battle; nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina; Cameron founds the Ku Klux Klan; battling Elsie's congressman father and his African-American protégé; Silas Lynch.|https://image.tmdb.org/t/p/w1280/pNpOXpQI5GSUfiWypubYtMh9928.jpg|11000000|100000|13|6|26082
7067|Juliet of the Spirits (Giulietta degli spiriti)|1965|it|137|Middle-aged Giulietta grows suspicious of her husband; Giorgio; when his behavior grows increasingly questionable. One night when Giorgio initiates a seance amongst his friends; Giulietta gets in touch with spirits and learns more about herself and her painful past. Slightly skeptical; but intrigued; she visits a mystic who gives her more information -- and nudges her toward the realization that her husband is indeed a philanderer.|https://image.tmdb.org/t/p/w1280/p27vgTv3KD1S5tZT7iHm9DzFB8I.jpg|78550|0|12|7|14562
7069|Macbeth (a.k.a. Tragedy of Macbeth; The)|1971|en|140|Scotland; 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife; warlord Macbeth; bold and brave; but also weak and hesitant; betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return; sown with crime and suspicion.|https://image.tmdb.org/t/p/w1280/35wNrDYuZjVCLurOmTZ5j490iuR.jpg|0|3100000|8|7|14778
7070|Red River|1948|en|133|Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand; Groot; and his protégé; Matthew Garth; an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War; Dunson and Matt lead a cattle drive to Missouri; where they will get a better price than locally; but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.|https://image.tmdb.org/t/p/w1280/jyNTsAzrIWB441OtvfbgKtx1kFS.jpg|9012000|3000000|14|7|33875
7071|Woman Under the Influence; A|1974|en|155|Mabel Longhetti; desperate and lonely; is married to a Los Angeles municipal construction worker; Nick. Increasingly unstable; especially in the company of others; she craves happiness; but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own; he awaits her return; which holds more than a few surprises.|https://image.tmdb.org/t/p/w1280/6EJ4JoTxnH1QmGTE9pPzgtW1cLW.jpg|16626|0|17|8|28173
7072|Stagecoach|1939|en|96|A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo; and learn something about each other in the process.|https://image.tmdb.org/t/p/w1280/b4RUzWOalyPbUu66TT147b5iR0M.jpg|1103757|531374|17|7|52989
7073|Shot in the Dark; A|1964|en|102|When rich Mr. Benjamin Ballon’s Spanish driver is found shot dead; Inspector Jacques Clouseau is the first official on the scene. All evidence suggests Maria Gambrelli; the maid; to be the murderer. But Clouseau; being attracted to the beautiful girl; is convinced that she is hiding something. So; he has her released from jail and secretly tries to follow her. Things do not work out the way the inspector wants and people keep ending up murdered; and every time; innocent Maria seems to be the killer. But with someone important wanting Clouseau and nobody else to cover this case; his tolerance-challenged boss Charles Dreyfus is close to losing his mind when casualties keep turning up. And Clouseau keeps on causing trouble without knowing it…|https://image.tmdb.org/t/p/w1280/pR6tNqNLYIbRRYC5TFKWVWaVvvK.jpg|12368234|0|9|7|30457
7074|Navigator; The|1924|en|59|The wealthy and impulsive Rollo Treadway decides to propose to his beautiful socialite neighbor; Betsy O'Brien. Although Betsy turns Rollo down; he still opts to go on the cruise that he intended as their honeymoon. When circumstances find both Rollo and Betsy on the wrong ship; they end up having adventures on the high seas.|https://image.tmdb.org/t/p/w1280/eFIbnDnBnIi1qnz15UUiMFmjRmL.jpg|0|0|13|7|10901
7075|Court Jester; The|1956|en|101|A hapless carnival performer masquerades as the court jester as part of a plot against a usurper who has overthrown the rightful king of England.|https://image.tmdb.org/t/p/w1280/pWvHS914vuVYGSjt0NRG7LFDYa7.jpg|0|4000000|8|7|13776
7076|Bullitt|1968|en|114|Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny; who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene; Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.|https://image.tmdb.org/t/p/w1280/uDg7tHvK8aFcG6DkN5eHiZAurOU.jpg|42300873|5500000|27|7|74807
7078|Jezebel|1938|en|104|In 1850s Louisiana; the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.|https://image.tmdb.org/t/p/w1280/xewvSLrr0Ru6qVMwVqVheFLaGm4.jpg|0|1250000|11|7|14786
7079|Hunchback of Notre Dame; The|1939|en|116|Paris; France; 1482. Frollo; Chief Justice of benevolent King Louis XI; gets infatuated by the beauty of Esmeralda; a young Romani girl. The hunchback Quasimodo; Frollo's protege and bell-ringer of Notre Dame; lives in peace among the bells in the heights of the immense cathedral until he is involved by the twisted magistrate in his malicious plans to free himself from Esmeralda's alleged spell; which he believes to be the devil's work.|https://image.tmdb.org/t/p/w1280/m6fsyHeqSQs4tktk9q3awgo7IzF.jpg|6877900|1800000|17|7|12112
7080|42nd Street|1933|en|89|A producer puts on what may be his last Broadway show; and at the last moment a chorus girl has to replace the star.|https://image.tmdb.org/t/p/w1280/bcXT1q4JKqAlCjUadLx0pNGoyJR.jpg|2281000|439000|10|7|12885
7082|That Touch of Mink|1962|en|99|Cathy Timberlake is en route to a job interview when a car transporting businessman Philip Shayne covers her in mud. He sends his assistant; Roger; to apologize; but upon meeting Cathy; Roger knows that she would be a suitable match for his boss. Despite their mutual attraction; Cathy and Philip want different things. Philip wants a fling; while Cathy wants a marriage. As they travel to exotic locales; their differing motivations are put to the test.|https://image.tmdb.org/t/p/w1280/eEG29x9cljGKL2GPmRK9IByyL9e.jpg|0|0|11|6|10741
7083|Sweet Dreams|1985|en|115|The story of Patsy Cline; the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.|https://image.tmdb.org/t/p/w1280/I7vES02YhR0gbaMcClZ5ayWi4x.jpg|0|0|7|7|5272
7084|Play It Again; Sam|1972|en|85|A neurotic film critic obsessed with the movie Casablanca (1942) attempts to get over his wife leaving him by dating again with the help of a married couple and his illusory idol; Humphrey Bogart.|https://image.tmdb.org/t/p/w1280/gpSGxqyoeKy34BOlv5GedREd3My.jpg|0|0|11|7|27771
7085|Send Me No Flowers|1964|en|100|At one of his many visits to his doctor; hypochondriac George Kimball mistakes a dying man's diagnosis for his own and believes he only has about two more weeks to live. Wanting to take care of his wife Judy; he doesn't tell her and tries to find her a new husband. When he finally does tell her; she quickly finds out he's not dying at all (while he doesn't) and she believes it's just a lame excuse to hide an affair; so she decides to leave him.|https://image.tmdb.org/t/p/w1280/pzhahd5KgScWNqW1vQEPU0CC1Fe.jpg|0|0|7|6|7288
7086|Pygmalion|1938|en|96|When linguistics professor Henry Higgins boasts that he can pass off Cockney flower girl Eliza Doolittle as a princess with only six months' training; Colonel George Pickering takes him up on the bet. Eliza moves into Higgins's home and begins her rigorous training after the professor comes to a financial agreement with her dustman father; Alfred. But the plucky young woman is not the only one undergoing a transformation.|https://image.tmdb.org/t/p/w1280/aoaSwi4nCKoRWpSv607IVe33x6m.jpg|0|350000|5|7|9481
7087|Passage to India; A|1984|en|164|Set during the period of growing influence of the Indian independence movement in the British Raj; the story begins with the arrival in India of a British woman; Miss Adela Quested; who is joining her fiancé; a city magistrate named Ronny Heaslop. She and Ronny's mother; Mrs. Moore; befriend an Indian doctor; Aziz H. Ahmed.|https://image.tmdb.org/t/p/w1280/rvBWlGRKte2U6qElHV13h6JvmSe.jpg|27201487|8000000|11|7|20254
7088|Black Orpheus (Orfeu Negro)|1959|pt|100|Young lovers Orfeu and Eurydice run through the favelas of Rio during Carnaval; on the lam from a hitman dressed like Death and Orfeu's vengeful fiancée Mira and passing between moments of fantasy and stark reality. This impressionistic retelling of the Greek legend of Orpheus and Eurydice introduced bossa nova to the world with its soundtrack by young Brazilian composers Luiz Bonfá and Antonio Carlos Jobim.|https://image.tmdb.org/t/p/w1280/fJWzdNRnfjcJuaZiKqaSURFV6Lg.jpg|0|0|8|7|12102
7089|Amarcord|1973|it|123|In an Italian seaside town; young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother; Titta witnesses the actions of a wide range of characters; from his extended family to Fascist loyalists to sensual women; with certain moments shifting into fantastical scenarios.|https://image.tmdb.org/t/p/w1280/s6e5B6ty6xjLUjCgephOVjnpFnR.jpg|0|0|21|7|46301
7090|Hero (Ying xiong)|2002|zh|120|During China's Warring States period; a district prefect arrives at the palace of Qin Shi Huang; claiming to have killed the three assassins who had made an attempt on the king's life three years ago.|https://image.tmdb.org/t/p/w1280/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg|177394432|31000000|21|7|186663
7091|Horse Feathers|1932|en|68|Quincy Adams Wagstaff; the new president of Huxley U; hires bumblers Baravelli and Pinky to help his school win the big football game against rival Darwin U.|https://image.tmdb.org/t/p/w1280/v5ythNpSbESSEi4PCEmCPZUAvoI.jpg|0|0|5|7|13287
7092|Anna Karenina|1935|en|95|In 19th century Russia a woman in a respectable marriage to a senior statesman must grapple with her love for a dashing soldier.|https://image.tmdb.org/t/p/w1280/39bSsAvMGOgN8I5lt2rOQgAXsj7.jpg|1439000|1152000|5|7|5715
7093|Front Page; The|1974|en|105|A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.|https://image.tmdb.org/t/p/w1280/3kUbSnIq5k28eobX9HxSVldmJub.jpg|0|4000000|9|7|14885
7096|Rivers and Tides|2001|en|90|Portrait of Andy Goldsworthy; an artist whose specialty is ephemeral sculptures made from elements of nature.|https://image.tmdb.org/t/p/w1280/6KmRx9auUqQ2bHCPGi32TS5VSYh.jpg|0|0|2|7|2457
7099|Nausicaä of the Valley of the Wind (Kaze no tani no Naushika)|1984|ja|117|After a global war; the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä; the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.|https://image.tmdb.org/t/p/w1280/tcrkfB8SRPQCgwI88hQScua6nxh.jpg|3301446|1000000|37|8|179853
7101|Doc Hollywood|1991|en|104|After leaving Washington D.C. hospital; plastic surgeon Ben Stone heads for California; where a lucrative practice in Beverly Hills awaits. After a car accident; he's sentenced to perform as the community's general practitioner.|https://image.tmdb.org/t/p/w1280/36yGVgFWg7PvDdZ10Csg1uHpcZd.jpg|54830779|20000000|13|6|39961
7102|Dragnet|1987|en|106|LAPD Sgt. Joe Friday -- the equally straight-laced nephew of the famous police sergeant of the same name -- is paired up with a young; freewheeling detective named Pep Streebeck. After investigating some strange robberies at the local zoo and the theft of a stockpile of pornographic magazines; they uncover cult activity in the heart of the city and are hot on the case to figure out who's behind it all.|https://image.tmdb.org/t/p/w1280/2AqQGyY5yM8PCOGxWsMNlegTnDp.jpg|66673516|20000000|14|6|37094
7103|Madhouse|1990|en|90|The luxurious villa of Mark and Jessie Bannister; a yuppie couple; is overrun by loads of uninvited guests who turn the house up side down.|https://image.tmdb.org/t/p/w1280/rBTJ78LqL6ReH2StV4Te6AEEogd.jpg|0|0|6|5|3598
7104|1941|1979|en|118|In the days after the attack on Pearl Harbor; panic grips California; where a military officer leads a mob chasing a Japanese sub.|https://image.tmdb.org/t/p/w1280/52Bn5yC6IHQuVxPUza3Q6RZCZTu.jpg|94900000|35000000|14|5|35917
7107|Foul Play|1978|en|116|A shy San Francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos; dwarves; and the Catholic Church.|https://image.tmdb.org/t/p/w1280/mk3enoeLNRXRnYGxKcvPXYY1xci.jpg|45000000|5000000|10|6|16724
7108|Crime Story (Zhong an zu)|1993|cn|107|A special agent is assigned to protect a wealthy business magnate. However; when the businessman is kidnapped in a daring ambush; he teams up with a seasoned detective to crack the case. But soon he discovers the case isn't that simple.|https://image.tmdb.org/t/p/w1280/1LzBLlptRC7ogT8OPi8cb0NrDQb.jpg|194720|0|14|6|7337
7109|Beyond the Clouds (Al di là delle nuvole)|1996|fr|110|Made of four short tales; linked by a story filmed by Wim Wenders. Taking place in Ferrara; Portofino; Aix en Provence and Paris; each story; which always a woman as the crux of the story; invites to an inner travel; as Antonioni says "towards the true image of that absolute and mysterious reality that nobody will ever see".|https://image.tmdb.org/t/p/w1280/xQWzOslkI4lV5E5VS6zpWBcN34h.jpg|0|0|7|6|6166
7114|Collector; The|1965|en|119|Freddie is an inept bank clerk with no future. His only hobby is collecting butterflies; which gives him a feeling of power and control that is otherwise totally missing from his life. He comes into a large sum of money and buys himself a country house. Still unable to make himself at ease socially; he starts to plan on acquiring a girlfriend - in the same manner as he collects butterflies. He prepares the cellar of the house to be a collecting jar and stalks his victim over several days.|https://image.tmdb.org/t/p/w1280/iMiih5FGHwpUCAaJAIkYKl5Hffi.jpg|0|0|10|7|11734
7115|Deep Red (Profondo rosso)|1975|it|127|A musician witnesses the murder of a famous psychic; and then teams up with a feisty reporter to find the killer while evading attempts on their lives by the unseen killer bent on keeping a dark secret buried.|https://image.tmdb.org/t/p/w1280/wq7RxV5gMvgO0EKeWpNhegnpJBh.jpg|2864091|0|15|7|41993
7116|Diabolique (Les diaboliques)|1955|fr|117|The cruel and abusive headmaster of a boarding school; Michel Delassalle; is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.|https://image.tmdb.org/t/p/w1280/pNcwhz3Eyfn3KQ2XykTozbARMpr.jpg|0|0|15|8|68804
7117|Leprechaun|1993|en|92|A demonic leprechaun terrorizes a group of young people whom he believes stole his gold.|https://image.tmdb.org/t/p/w1280/mIpzSHNX9lQlCKnh1cQwIXDFX5d.jpg|8556940|1000000|24|4|29766
