crewID,Name,birth_year,end_year
nm0911094,Yu Wang,,
nm0290931,Fredric M. Frank,1911,1977
nm0047962,Chieko Baishô,1941,
nm0454120,Takuya Kimura,1972,
nm0309107,Tatsuya Gashûin,1950,
nm0594271,Akihiro Miwa,1935,
nm1168510,Diana Wynne Jones,1934,2011
nm0413011,Steve Jablonsky,1970,
nm1056677,Shinji Takagi,,
nm1709450,Shinji Komori,,
nm1084061,Hideyuki Tomioka,,
nm0156524,Man-Po Cheung,,
nm0463674,Vincent Kok,1965,
nm0516352,Yiu Fai Lo,,
nm0939022,Dan-yee Wong,,
nm0416673,Kevin James,1965,
nm0005520,Amber Valletta,1974,
nm1358355,Kevin Bisch,,
nm0489876,James Lassiter,,
nm1151819,Teddy Zee,,
nm6036152,Antonetta Megna,,
nm0556130,Pierrino Mascarino,1939,2017
nm0416410,David James,,
nm1540754,Larry Pecorella,,
nm0181445,Hugo Cortina,,
nm0769930,Dan Schalk,,
nm0006182,Anu Malik,1960,
nm0706787,Aishwarya Rai Bachchan,1973,
nm1318321,Nadira Babbar,,
nm2934210,Robert Allen Elliott,,
nm0225146,Lorenzo di Bonaventura,1957,
nm1349376,Francis Lawrence,1971,
nm1393443,Jamie Delano,1954,
nm1212017,Garth Ennis,1970,
nm1591757,Liam Falconer,2003,
nm1141749,Lance Khazei,,
nm1455681,AnnaSophia Robb,1993,
nm1164216,Kate DiCamillo,1964,
nm0802306,Joan Singleton,,
nm1714874,Soran Ebrahim,,
nm1716931,Avaz Latif,,
nm1795482,Saddam Hossein Feysal,,
nm1797558,Hiresh Feysal Rahman,,
nm1715577,Babak Amini,1978,
nm1715585,Hamid Karim Batin Ghobadi,,
nm1701152,Hamid Ghavami,,
nm0019745,Hossein Alizadeh,1951,
nm11029354,Paul Glass,1934,
nm0528595,Carol Lynley,1942,2019
nm0402558,Martita Hunt,1900,1969
nm0607890,Penelope Mortimer,1918,1999
nm0595217,Marryam Modell,1908,1994
nm0450975,Konstantin Khabenskiy,1972,
nm1115009,Mariya Poroshina,1973,
nm0957749,Valeriy Zolotukhin,1941,2013
nm0067457,Timur Bekmambetov,1961,
nm1573262,Sergey Lukyanenko,1968,
nm0259712,Konstantin Ernst,1961,
nm0538763,Anatoliy Maksimov,1961,
nm0874497,Glenn Tryon,1898,1970
nm0153713,Charley Chase,1893,1940
nm0123994,Mae Busch,1891,1946
nm0059374,Jack Barty,1888,1942
nm0166671,Frank Terry,1871,1948
nm0587396,Christina Milian,1981,
nm0307726,Kelli Garner,1984,
nm0572352,John J. McLaughlin,,
nm1245146,Scott Lobdell,1963,
nm0939296,Ying-Wah Wong,,
nm0950757,Wah Yuen,1950,
nm1228408,Qiu Yuen,1950,
nm0398760,Siu-Lung Leung,1948,
nm0161045,Bo-Chu Chui,,
nm0059566,Vladimír Barák,1964,
nm0312064,Anna Geislerová,1976,
nm0190691,György Cserhalmi,1948,
nm0873396,Ivan Trojan,1964,
nm0010702,Jaroslava Adamová,1925,2012
nm1428929,Kveta Legátová,1919,2012
nm1015377,Petr Ostrouchov,1972,
nm0814686,Asen Sopov,1961,
nm0001061,Holly Marie Combs,1973,
nm0703849,Glenn Quinn,1970,2002
nm0182873,Manny Coto,,2023
nm0924149,Graeme Whifler,1951,
nm0400960,Thomas Hughes,1822,1896
nm1547634,István Király,,
nm0190800,Sándor Csányi,1975,
nm1036301,Eszter Balla,1980,
nm0610904,Zoltán Mucsi,1957,
nm0683950,Csaba Pindroch,1972,
nm0030735,Nimród Antal,1973,
nm0012182,Jim Adler,,
nm0404505,Tamás Hutlassa,,
nm1550957,Neo,,
nm0655822,Gyula Pados,1969,
nm0595531,Edmund Moeschke,1936,2007
nm0686035,Ernst Pittschau,1883,1951
nm0386085,Ingetraud Hinze,,
nm0473223,Franz-Otto Krüger,1917,1988
nm0515491,Carlo Lizzani,1922,2013
nm0464378,Max Kolpé,1905,1998
nm0289974,Basilio Franchina,1914,2003
nm0004996,Steve Harris,1965,
nm1347153,Tyler Perry,1969,
nm0335337,Darren Grant,,
nm1347316,Elvin Ross,,
nm0163136,David Claessen,1959,
nm0616550,Mya,1979,
nm0811242,Brittany Snow,1986,
nm1302735,Max Thieriot,1988,
nm0004951,Brad Garrett,1960,
nm0258355,Petra Epperlein,,
nm0875953,Michael Tucker,,
nm1715714,Robert Cimino,,
nm0005583,Serena Scott Thomas,1961,
nm1497548,Jimmy Bennett,1996,
nm0802807,Florent-Emilio Siri,1965,
nm0186101,Robert Crais,1953,
nm1865755,David Lindsay-Abaire,1969,
nm0581008,Joanna Merlin,1931,2023
nm0790960,Carolyn Shelby,,
nm0024686,Christopher Ames,,
nm0787154,Samantha Shad,,
nm0002771,Edward J. Montagne,1885,1932
nm0478851,Laura La Plante,1904,1996
nm0354878,Creighton Hale,1889,1965
nm0822477,Forrest Stanley,1885,1969
nm0551222,Tully Marshall,1864,1943
nm0501902,Paul Leni,1885,1929
nm0929616,John Willard,1885,1942
nm0384616,Robert F. Hill,1886,1966
nm0031033,Walter Anthony,1872,1945
nm0091575,Paul Bogart,1919,2012
nm0028674,Harry Andrews,1911,1989
nm0288706,Gene Fowler,1890,1960
nm0589619,Charles Bruce Millholland,1903,1991
nm0740067,Maurice Ronet,1927,1983
nm0078112,Yori Bertin,1940,
nm0632357,Roger Nimier,1925,1962
nm0129832,Noël Calef,1907,1968
nm0002537,Miles Davis,1926,1991
nm0480134,Mitch Lackie,,
nm0072124,Zachary Bennett,1980,
nm0601890,Stephanie Moore,1970,
nm0730045,Martin Roach,1962,
nm0727120,Michael Riley,1962,
nm0003681,Suzanne Colvin,,
nm0332545,Jon P. Goulding,,
nm0004062,François Dagenais,,
nm0456599,Per K. Kirkegaard,,
nm0117368,Lars Brygmann,1957,
nm0147767,Jakob Cedergren,1973,
nm0182666,Nikolaj Coster-Waldau,1970,
nm0110334,Nicolas Bro,1972,
nm0423804,Jannik Johansen,1965,
nm0303983,Thomas Gammeltoft,1963,
nm1054400,Antony Genn,,
nm0089720,Trevor Blumas,1984,
nm0204678,Hadley Davis,,
nm0751275,Kirsten Russell,,
nm0277516,Dudley Findlay Jr.,,
nm1902452,Anthony Howard,,
nm1154192,Joe Maggio,,
nm0128527,Thierry Cagianut,,
nm0616804,Matthew Myers,1968,2021
nm0159289,Gordon Chou,,
nm0006663,Enrique Murciano,1973,
nm0325229,Jason Goldberg,1972,
nm0779399,Judith Scott,1965,
nm0588094,Chris Anthony Miller,,
nm1226817,Devon Aoki,1982,
nm0728579,Jill Ritchie,1974,
nm1286340,Angela Robinson,1971,
nm0004725,Charles Barkley,1963,
nm1756576,Christopher Browne,,
nm2268472,Alexander H. Browne,,
nm2240156,Wilhelmus Bryan,,
nm1804167,Gary Meister,,
nm1092952,Ken Seng,,
nm1128564,Kitana Baker,1977,
nm0007020,Russell Williams II,1952,
nm0004321,Henning Lohner,1961,
nm0777708,Abby Schwarzwalder,,
nm0570215,James P. McGuire,,
nm0002017,Richard Conte,1910,1975
nm0907785,Helen Walker,1920,1968
nm0128332,Jerome Cady,1903,1948
nm0389002,Leonard Hoffman,1913,1969
nm0721913,Quentin Reynolds,1902,1965
nm0766245,Masayuki Satô,,
nm0619824,Yôko Naitô,1950,
nm0645477,Kihachi Okamoto,1923,2005
nm0620462,Kaizan Nakazato,1885,1944
nm1364037,Konparu Nanri,,
nm0529457,Alejandro Lázaro,,
nm0001298,Richard Grieco,1965,
nm0823015,Darren Star,1961,
nm0581117,Neil Meron,1955,
nm0945636,Tatsumi Yamashita,,
nm1525033,Shinchô Kokontei,1938,2001
nm1228447,Makoto Nonomura,1964,
nm0586524,Norihei Miki,1924,1999
nm0644519,Hideo Ogata,,
nm0687274,Jan Plewka,,
nm0509583,Jan Josef Liefers,1964,
nm0888276,Thierry van Werveke,1958,2009
nm0415714,Thomas Jahn,1965,
nm0377333,André Hennicke,1958,
nm0955995,Tom Zickler,1964,2019
nm1659865,Christian Neander,,
nm0686693,Franz Plasa,,
nm0240934,Pat Duggan,1905,1987
nm2382956,Chin-Chen Wang,1930,2017
nm0161157,Chun Shih,1935,
nm0047016,Ying Bai,1940,
nm0671831,Peng Tien,1945,
nm0002254,King Hu,1932,1997
nm2851862,Liang Fang Hsia-Wu,,
nm0455098,Ta Chiang Wu,,
nm0398926,Hui-Ying Hua,1925,2016
nm0108658,David Bridges,,
nm0843775,Keith Szarabajka,1952,
nm0547657,Angel Flores Marini,,
nm0639681,Lorenzo O'Brien,,
nm4761131,Marc Swint,1987,
nm2837894,Robbie Daymond,1982,
nm0865092,Frank Todaro,1977,
nm3677958,Laura Post,,
nm2070081,Mark Bittner,1951,
nm0410294,Judy Irving,,
nm1714236,Chris Michie,1948,2003
nm0004741,Camilla Belle,1986,
nm1222820,Ryan McDonald,1984,
nm0389259,Sabine Hoffman,,
nm0888491,Norman Vance Jr.,,
nm1406277,Shakim Compere,,
nm0039678,Mark Aspinall,,
nm0252135,Breck Eisner,1970,
nm0339171,Alan Greenspan,,
nm1555151,Jason Spevack,1997,
nm0444940,Jack Kehler,1946,2022
nm0044535,Sabine Azéma,1949,
nm0620964,Isabelle Nanty,1962,
nm0054199,André Barde,1874,1945
nm0702455,Bruno Pesery,1959,
nm0284783,Bruno Fontaine,1957,
nm0727065,Jeannine Riley,1940,
nm0345899,James William Guercio,1945,
nm0096813,Robert Boris,1945,
nm0072530,Jim Benson,,
nm0073414,Françoise Berd,1923,2001
nm0778633,Ettore Scola,1931,2016
nm0182454,Maurizio Costanzo,1938,2023
nm0045610,Frédéric Back,1924,2013
nm2842726,Jean Roberts,,
nm0736664,Normand Roger,,
nm0681847,Norbert Pickering,,
nm0920623,Philippe Welt,,
nm0074168,Éric Berger,1969,
nm0239680,Hélène Duc,1917,2014
nm0159318,Laurent Chouchan,,
nm0953706,Yolande Zauberman,1955,
nm0028197,Pascal Andreacchio,,
nm0695844,Gary Preisler,1969,
nm0133527,Michael Canale,,
nm0039046,Don Ashley,,
nm0486611,Yves Langlois,1945,
nm0795837,Mort Shuman,1938,1991
nm0004654,Nicolas Gessner,1931,2023
nm0462837,Laird Koenig,1927,2023
nm0309874,Christian Gaubert,1944,
nm0005915,René Verzier,1934,2024
nm1654405,Shinji Ogawa,,
nm0620090,Yukie Nakama,1979,
nm0848948,Seiichi Tanabe,1969,
nm0906711,Takeshi Wakamatsu,1950,
nm0875468,Norio Tsuruta,,
nm0619084,Masao Nagai,,
nm1030344,Sarah Juel Werner,1992,
nm0845542,Johan Söderqvist,1966,
nm0679553,Friedrich Pflughaupt,1892,1951
nm0927236,Dorothea Wieck,1908,1986
nm0007229,Hertha Thiele,1908,1984
nm0880946,Emilia Unda,1879,1939
nm0471317,Hedy Krilla,1899,1984
nm0755985,Leontine Sagan,1889,1974
nm0296193,Carl Froelich,1875,1953
nm0935475,Christa Winsloe,1888,1944
nm0140946,Pat Carroll,1927,2022
nm0046772,Gwen Bagni,1913,2001
nm0239532,Paul Dubov,1918,1979
nm0120152,Harvey Bullock,1921,2006
nm0020918,R.S. Allen,1924,1981
nm0718820,Santa Relli,1914,2010
nm0667400,André Paulvé,1898,1982
nm0006342,Jean Yatove,1903,1978
nm0122168,Nikolay Burlyaev,1946,
nm0958284,Valentin Zubkov,1923,1979
nm0955529,Evgeniy Zharikov,1941,2012
nm0472989,Stepan Krylov,1910,1998
nm0007672,Eduard Abalov,1927,1987
nm1530016,Vladimir Bogomolov,1924,2003
nm0660353,Mikhail Papava,1906,1975
nm0617588,Georges Méliès,1861,1938
nm0029244,Victor André,,
nm0076933,Bleuette Bernon,1878,1937
nm1215996,Brunnet,,
nm0242155,Jean-Benoît Dunckel,1969,
nm0324073,Nicolas Godin,1969,
nm4491570,Octavio Vázquez,,
nm0495634,Pavel Lebeshev,1940,2003
nm0687450,Boris Plotnikov,1949,2020
nm0331724,Vladimir Gostyukhin,1946,
nm0945073,Sergey Yakovlev,1925,1996
nm0689933,Lyudmila Polyakova,1939,
nm0791899,Larisa Shepitko,1938,1979
nm0125911,Vasiliy Bykov,1924,2003
nm0459302,Yuri Klepikov,1935,2021
nm0006289,Alfred Schnittke,1934,1998
nm0161053,Vladimir Chukhnov,1946,1979
nm0006359,Jeremy Presner,,
nm0812133,Rena Sofer,1968,
nm0565973,Kandyse McClure,1980,
nm0298188,Bryan Fuller,1969,
nm0004478,Victor Goss,,
nm0813082,Marisa Solinas,1939,2019
nm0293509,Martin Freeman,1971,
nm1134029,Garth Jennings,1972,
nm0010930,Douglas Adams,1952,2001
nm0416596,Jesse James,1989,
nm1497918,Andrew Douglas,,
nm0566167,Dan McComas,,
nm0516486,Francine Lobis,,
nm0143171,George Casden,,
nm0114230,Matthew Brown,,
nm0687739,Bill Plympton,1946,
nm0094294,Hank Bones,,
nm0568394,Maureen McElheron,1950,
nm1392881,John Donnelly,,
nm0033826,Anthony Arcidi,,
nm0726262,Max Riemelt,1984,
nm0771713,Tom Schilling,1982,
nm0834479,Devid Striesow,1973,
nm1079813,Jonas Jägermeyr,1983,
nm0304541,Dennis Gansel,1973,
nm0673297,Maggie Peren,1974,
nm0433474,Viola Jäger,,
nm0478105,Harald Kügler,,
nm0902282,Molly von Fürstenberg,,
nm0084267,Val Bisoglio,1926,2021
nm0789718,Frank Shaw,1932,2006
nm0797421,Beanie Sigel,1974,
nm1099891,N.O.R.E.,1976,
nm0072715,Michael Bentt,1965,
nm0089525,Blue Moreno,,
nm1450670,Beth Melillo,,
nm1319652,Kerry Muzzey,,
nm0506418,Gary Levy,,
nm1549338,Mollie Goldstein,,
nm0012289,Stephen Adly Guirgis,,
nm0264506,Matthew Faber,1973,2020
nm0752749,Mike S. Ryan,,
nm0874913,Derrick Tseng,1954,
nm0305083,Aimee Garcia,,
nm0528260,Colin Patrick Lynch,1968,
nm0808917,Kellita Smith,1969,
nm0126032,Jeffrey W. Byrd,,
nm0174806,Wayne Conley,,
nm1010383,Luce Gordon,,
nm0369547,Matthew Hauser,,
nm0101526,Barbara Boxer,1940,
nm1628322,Bethany McLean,1970,
nm1646482,Peter Elkind,,
nm1221373,Susan Motamed,,
nm1334526,Simon Kinberg,1973,
nm0561480,Arthur Max,1946,
nm0359398,Martin Hancock,1973,
nm1184258,William Monahan,1960,
nm0385296,Paris Hilton,1981,
nm1429471,Jaume Collet-Serra,1974,
nm0370937,Chad Hayes,,
nm0370928,Carey W. Hayes,1961,
nm0604263,Bobby Moresco,1951,
nm1310112,Robin Guthrie,1962,
nm0255175,Chase Ellison,1993,
nm1721077,Scott Heim,1966,
nm0118912,Harold Budd,1936,2020
nm0621694,Chris Nash,1961,
nm0198991,Mel Damski,1946,
nm0541980,Sam Manners,1921,2012
nm0351029,Carmelo Gómez,1962,
nm0225921,Juan Diego,1942,2022
nm0350957,Manuel Gómez Pereira,1958,
nm0649875,Joaquín Oristrell,1958,
nm0305864,Yolanda García Serrano,1958,
nm0406528,Juan Luis Iborra,1959,
nm0073172,César Benítez,1957,
nm0405156,Bernard H. Hyman,1897,1942
nm0531776,Jeanette MacDonald,1903,1965
nm0392442,Jack Holt,1888,1951
nm0394267,Robert E. Hopkins,1886,1966
nm0256221,John Emerson,1874,1956
nm0462717,Mitsuhisa Koeda,,
nm0794060,Kaneto Shiozawa,1954,2000
nm0593911,Michie Tomizawa,1961,
nm0441975,Seizô Katô,1927,2014
nm1122635,Satoko Kifuji,,
nm0038953,Toyoo Ashida,1944,2011
nm0386259,Yasushi Hirano,,
nm1867996,Hiroshi Katô,,
nm0183140,Pierre Cottereau,,
nm0623311,Lola Naymark,1987,
nm0077449,Jackie Berroyer,1946,
nm1625565,Thomas Laroppe,1977,
nm0268984,Éléonore Faucher,1973,2023
nm1342890,Gaëlle Macé,,
nm1064746,Alain Benguigui,,
nm0886789,Bertrand Van Effenterre,1946,
nm0282984,Robert Florey,1900,1979
nm0763798,Joseph Santley,1889,1971
nm1182055,Mikkel E.G. Nielsen,1973,
nm0683467,Alison Pill,1985,
nm1818744,Benjamin Wallfisch,1979,
nm0454697,Encke King,,
nm0018273,Ben Alexander,1911,1969
nm0026263,Thom Andersen,1943,
nm0833597,Deborah Stratman,,
nm1443154,Seung-Hyun Yoo,,
nm0603628,Pierre Morel,1964,
nm0174403,Kerry Condon,1983,
nm0203118,Neil Davidge,,
nm1039315,Massive Attack,,
nm1694619,John Ostrander,1949,
nm2176955,Jan Duursema,1954,
nm1242688,Josh Hutcherson,1992,
nm0228491,Mike Ditka,1939,
nm0588612,Jimmy Miller,,
nm0843100,Wanda Sykes,1964,
nm0462525,Anya Kochoff,1969,
nm1266776,Annabella Piugattuk,1982,
nm0912916,Kiersten Warren,1965,
nm0002427,Rob Merilees,,
nm0006267,Carlo Rustichelli,1916,2004
nm0733598,Daniela Rocca,1937,1995
nm0314584,Pietro Germi,1914,1974
nm0316251,Alfredo Giannetti,1924,1995
nm0569891,Tom McGrath,1964,
nm1129905,Billy Frolick,1959,
nm0567574,Shane McDermott,1976,
nm0694044,Brittney Powell,1972,
nm0175621,Chris Conrad,1970,
nm0031894,Bill Apablasa,,
nm2314513,Heather Berman,,
nm5154106,Eva Carrozza,,
nm1802009,Marilyn Agrelo,,
nm1802847,Amy Sewell,,
nm2039302,Joseph Baker,,
nm1276476,Steven Lutvak,1959,2023
nm0068755,Clara Bellar,1972,
nm1116863,Billy Crawford,1982,
nm1417242,Sheldon Turner,,
nm0472891,Michelle Krusiec,,
nm1187181,Lynn Chen,,
nm0962447,Jin Wang,,
nm1226108,Alice Wu,1970,
nm0391132,Cliff Hollingsworth,,
nm0848554,Amber Tamblyn,1983,
nm0515116,Blake Lively,1987,
nm1569351,Ann Brashares,,
nm0513170,John Linson,,
nm1814371,Will O'Connor,,
nm1814118,C.J. Tywoniak,,
nm0034531,Don Argott,,
nm1852224,Sheena M. Joyce,,
nm1848742,Demian Fenton,,
nm1853483,Madi Diaz,,
nm1064823,Cayden Boyd,1994,
nm0004862,Kristin Davis,1965,
nm0735420,Marcel Rodriguez,1974,
nm1897406,Racer Rodriguez,1997,
nm1131817,Maxime Alexandre,,
nm0208426,Cécile de France,1975,
nm0494069,Maïwenn,1976,
nm0451076,Franck Khalfoun,,
nm0014960,Alexandre Aja,1978,
nm0505183,Grégory Levasseur,,
nm0002178,Alexandre Arcady,1947,
nm1268359,François-Eudes Chanfrault,1974,2016
nm0993987,Balazs Bolygo,1975,
nm0443373,Paul Kaye,1965,
nm0060705,Beatriz Batarda,1974,
nm0536461,Kate Magowan,1975,
nm0932852,Mike Wilmot,,
nm0724597,James Richardson,,
nm12643487,Tame,,
nm1319498,Graham Massey,1960,
nm0975333,Lawrence Jordan,,
nm1520635,Charlie Swanson,,
nm0481952,Bob Laird,,
nm0797197,Henryk Sienkiewicz,1846,1916
nm0856803,Masaaki Tezuka,1955,
nm0556036,Masahiro Matsuoka,1977,
nm1122636,Rei Kikukawa,1978,
nm1675025,Don Frye,1965,
nm1390742,Maki Mizuno,1970,
nm0437526,Shûsuke Kaneko,1955,
nm1333759,Susan Duff,1953,
nm1502522,Aria Wallace,1996,
nm0636562,Chris Noth,1954,
nm1444139,Michael McQuown,,
nm1449113,Heather Robinson,1978,
nm0868282,Katie Torpey,1969,
nm0124666,Adam Butcher,1988,
nm0437584,Michael Kanevsky,,
nm1313340,Michael McGowan,1966,
nm1107248,Teza Lawrence,,
nm0542643,Andrea Mann,,
nm1107392,Michael Souther,,
nm0991423,Mark Perez,,
nm0385644,Cheryl Hines,1965,
nm0344657,Peter Grunwald,,
nm0839904,Morgan Susser,,
nm1815469,Tommy the Clown,,
nm2286839,Larry Berry,,
nm8234332,Jassy Marie,,
nm0479999,David LaChapelle,1963,
nm0370016,Marc Hawker,,
nm1327190,Ellen Jacobson,,
nm1838056,Amy Marie Beauchamp,,
nm1884728,Jose Cancela,,
nm1818773,Aran Mann,,
nm0999419,Miles Thompson,1988,
nm1508231,Brandon Ratcliff,1998,
nm0477253,Gina Kwon,,
nm0225565,Andrew Dickler,,
nm0409851,Charles Ireland,1961,2008
nm1712318,José L. Moreno,,
nm0865950,Guillermo Toledo,1970,
nm1014577,Mónica Cervera,1975,
nm0898420,Enrique Villén,1960,
nm0889623,Luis Varela,1943,
nm0223900,Roberto Di Girolamo,,
nm0273832,Gustavo Ferrada,,
nm1945788,Bun Saikou,,
nm1398053,Kyoko Hasegawa,1978,
nm0490597,Pauline Lau,,
nm0150897,Fruit Chan,1959,
nm1779958,Haruko Fukushima,,
nm0989902,Matthias Schellenberg,1967,
nm0421799,Julia Jentsch,1978,
nm1449783,Stipe Erceg,1974,
nm0458460,Burghart Klaußner,1949,
nm0918326,Hans Weingartner,1977,
nm1602472,Katharina Held,1977,
nm0841326,Antonin Svoboda,1969,
nm1303162,Andreas Wodraschke,1969,
nm1165655,Daniela Knapp,1972,
nm0325382,Norman D. Golden II,1984,
nm0809079,Leonard Smith,1894,1947
nm0048653,Kenny Baker,1912,1985
nm1841201,Emmanuel Priou,,
nm0803262,Jules Sitruk,1990,
nm0415207,Luc Jacquet,1967,
nm1471001,Jordan Roberts,,
nm1818327,Yves Darondeau,,
nm1818397,Christophe Lioud,,
nm0601859,Scott Moore,,
nm0733185,Wendy Raquel Robinson,1967,
nm0938206,Bill Wolff,,
nm0524190,Jon Lucas,,
nm0205713,Doug Davison,,
nm1262166,Ariel Gade,1997,
nm0284860,Stéphane Fontaine,,
nm0004133,Aure Atika,1970,
nm0222922,Emmanuelle Devos,1964,
nm0034390,Niels Arestrup,1949,
nm0070152,Tonino Benacquista,1961,
nm0004821,Michael Chiklis,1963,
nm1622454,Geoffrey Richman,,
nm1855634,Mark Zupan,1975,
nm1452226,Robert Soares,,
nm0748066,Henry Alex Rubin,,
nm1785691,Dana Adam Shapiro,,
nm1860753,Jeffrey V. Mandel,,
nm1857640,Jamie Saft,,
nm1467577,Conor O'Neill,1969,
nm0659123,Andrew Panay,,
nm0264520,Steve Faber,,
nm1462097,Bob Fisher,,
nm0288886,Billy Fox,,
nm0524839,Ludacris,1977,
nm0108132,Craig Brewer,1971,
nm0093540,Scott Bomar,,
nm0566710,Carl McCoy,,
nm0533978,Steve MacManus,,
nm1661373,The Boilerhouse Boys,,
nm0372423,Mark Heap,1957,
nm0671567,Michael Peña,1976,
nm1708581,Julian Zapata,,
nm0211072,Alex De Rakoff,1970,
nm1268479,Raymond Friel,,
nm1267847,Derek Boyle,,
nm0476064,Alex Kurtzman,1973,
nm0649460,Roberto Orci,1973,
nm1760242,Sammi Kane Kraft,1992,2012
nm0467083,Geyer Kosinski,,
nm0576438,Marco Mehlitz,1968,
nm0338323,Scott Patrick Green,,
nm0520265,Rodrigo Lopresti,1976,
nm0049955,Lew Baldwin,,
nm0594613,Dori Mizrahi,,
nm0104441,Benjamin Brand,,
nm1084615,Jake Abraham,,
nm1263939,Danielle Panabaker,1987,
nm1467549,Paul Hernandez,,
nm1654465,Claire Cook,1955,
nm0514208,David List,,
nm0016923,Chris Albrecht,,
nm0699037,Paul Provenza,1957,
nm1771413,Peter Adam Golden,,
nm0830775,Gary Stockdale,,
nm1804460,Emery Emery,,
nm0267504,Alexander Faris,1921,2015
nm0621469,Silvio Narizzano,1927,2011
nm0286976,Margaret Forster,1938,2016
nm0629693,Peter Nichols,1927,2019
nm0326350,Robert A. Goldston,1928,2017
nm0686704,Otto Plaschkes,1929,2005
nm0590499,Sofia Milos,,
nm0859921,Brian Thompson,1959,
nm0002659,Les Weldon,,
nm0161530,Barry Chusid,,
nm0277213,Nathan Fillion,1971,
nm0868659,Gina Torres,1969,
nm0489809,Lisa Lassek,,
nm1939072,Mulatu Astatke,1943,
nm2260851,Bill Raden,,
nm0809995,Stacey Smith,,
nm0398801,Chun-Hsiung Ko,1945,2015
nm5987682,Golden Way Creative Group,,
nm0448765,Jean Kent,1921,2013
nm0665902,Nigel Patrick,1912,1981
nm0005433,Jessica Simpson,1980,
nm1445490,Alice Greczyn,1986,
nm0907296,Gy Waldron,1932,
nm1627554,Jonathan L. Davis,,
nm1242062,Arie Posin,,
nm1160420,Zac Stanford,,
nm9165472,David Kuhn,,
nm0885900,Alicia Van Couvering,1982,
nm0607275,Phil Morrison,,
nm0533666,Angus MacLachlan,,
nm1666061,Mindy Goldberg,,
nm1306785,Yo La Tengo,,
nm1600805,Mike Bigelow,,
nm0090394,Daniel Bobker,,
nm0071275,André 3000,1975,
nm1330560,Garrett Hedlund,1984,
nm1749087,Paul Lovett,,
nm1220363,William B. Breuer,,
nm1214007,Hampton Sides,1962,
nm0076166,Carlo Bernard,,
nm1215164,Doug Miro,,
nm1345621,Gilad Benamram,,
nm0796864,Marcos Siega,1969,
nm1457646,Skander Halim,,
nm1463000,Todd Dagres,1960,
nm1843554,Carl Levin,,
nm1765842,Timothy Treadwell,1957,2003
nm1765864,Amie Huguenard,1965,2003
nm0625356,Erik Nelson,,
nm1174586,Richard Thompson,1949,
nm0519489,Emily Longstreth,1967,
nm0639910,Karyn O'Bryan,1963,
nm0593370,Gordon Mitchell,1932,2009
nm0781896,Ken Segall,,
nm0921023,Alan Wenkus,,
nm0843237,Leif Sylvester,1940,
nm1830443,Anne Sørensen,,
nm1795793,Øyvind Hagen-Traberg,1969,
nm1059505,Mark St. Germain,,
nm1455235,Alex Michaeletos,,
nm1828832,Mary Makhatho,,
nm1571936,Carol Cawthra Hopcraft,,
nm1571937,Xan Hopcraft,,
nm0282378,Carol Flint,,
nm1157821,Philip Stapp,,
nm0372649,Gordon Heath,1918,1991
nm0219062,Maurice Denham,1909,2002
nm0060742,Joy Batchelor,1914,1991
nm0937852,Lothar Wolff,1909,1988
nm0532063,Borden Mace,1920,2014
nm8227431,Joseph Bryan III,,
nm0810998,Vern J. Sneider,1916,1981
nm0539082,Romany Malco,1968,
nm0425610,Laura Johnson,1957,
nm0255296,Carl Ellsworth,,
nm1929257,Dan Foos,,
nm0154402,Emmanuel de Chauvigny,,
nm0126870,Maurice Bénichou,1943,2019
nm0399692,Michael Hudecek,,
nm3929592,Andreas Pollak,,
nm0927952,Olaf Wijnants,1948,
nm0760590,Aleksandr Samulekin,1930,2006
nm0529402,Stanislav Lyubshin,1933,
nm0503095,Evgeniy Leonov,1926,1994
nm0300174,Levan Gabriadze,1969,
nm0199381,Georgiy Daneliya,1930,2019
nm0300175,Revaz Gabriadze,1936,2021
nm0437151,Giya Kancheli,1935,2019
nm0229858,Natalya Dobrunova,,
nm0315041,Ricky Gervais,1961,
nm1369705,Gary Chapman,,
nm1498344,George Webster,,
nm1276664,George Melrod,,
nm1996295,Petr Ratimec,,
nm1488027,Celine Rattray,1975,
nm1597899,Reagan Silber,,
nm0815610,Daniela Taplin Lundberg,,
nm0004827,Eddie Cibrian,1973,
nm0402365,Bruce Hunt,,
nm0922359,Tegan West,1959,
nm0153263,César Charlone,1958,
nm0025465,Mitchell Amundsen,1958,
nm1690331,Kate Nauta,1982,
nm0720072,Alexandre Azaria,1967,
nm0005457,Dina Spybey-Waters,,
nm1344075,Marc Lévy,1961,
nm1430632,David Auburn,1969,
nm0684620,Antonio Pinto,,
nm0326496,Norman Golightly,1972,
nm0343266,Andreas Grosch,1949,
nm0746041,Philippe Rousselet,,
nm0118658,Martina Buckley,,
nm0606690,Julian Morris,1983,
nm0095751,Lindy Booth,,
nm0655585,Jared Padalecki,1982,
nm2048313,Erica Yates,,
nm0905592,Jeff Wadlow,1976,
nm0062149,Beau Bauman,,
nm0864268,Romeo Tirone,,
nm1164861,Seth Gordon,,
nm1778479,Eugene Hutz,1972,
nm0504007,Boris Lyoskin,1923,2020
nm1583636,Jonathan Safran Foer,1977,
nm1196755,Marc Turtletaub,1946,
nm0134508,Paul Cantelon,1965,
nm1086384,Lou Taylor Pucci,,
nm0590122,Mike Mills,1966,
nm1174529,Walter Kirn,,
nm0827307,Bob Stephenson,,
